Book,Chapter,Verse,Text
Mark,1,Title,The Proclamation of John the Baptist
Mark,1,Title,The Baptism of Jesus
Mark,1,Title,The Temptation of Jesus
Mark,1,Title,The Beginning of the Galilean Ministry
Mark,1,Title,Jesus Calls the First Disciples
Mark,1,Title,The Man with an Unclean Spirit
Mark,1,Title,Jesus Heals Many at Simon’s House
Mark,1,Title,A Preaching Tour in Galilee
Mark,1,Title,Jesus Cleanses a Leper
Mark,1,1,"The beginning of the good news of Jesus Christ, the Son of God. "
Mark,1,2,"As it is written in the prophet Isaiah, “See, I am sending my messenger ahead of you, who will prepare your way; "
Mark,1,3,"the voice of one crying out in the wilderness: ‘Prepare the way of the Lord, make his paths straight,’” "
Mark,1,4,"John the baptizer appeared in the wilderness, proclaiming a baptism of repentance for the forgiveness of sins. "
Mark,1,5,"And people from the whole Judean countryside and all the people of Jerusalem were going out to him, and were baptized by him in the river Jordan, confessing their sins. "
Mark,1,6,"Now John was clothed with camel’s hair, with a leather belt around his waist, and he ate locusts and wild honey. "
Mark,1,7,"He proclaimed, “The one who is more powerful than I is coming after me; I am not worthy to stoop down and untie the thong of his sandals. "
Mark,1,8,I have baptized you with water; but he will baptize you with the Holy Spirit.” 
Mark,1,9,In those days Jesus came from Nazareth of Galilee and was baptized by John in the Jordan. 
Mark,1,10,"And just as he was coming up out of the water, he saw the heavens torn apart and the Spirit descending like a dove on him. "
Mark,1,11,"And a voice came from heaven, “You are my Son, the Beloved; with you I am well pleased.” "
Mark,1,12,And the Spirit immediately drove him out into the wilderness. 
Mark,1,13,"He was in the wilderness forty days, tempted by Satan; and he was with the wild beasts; and the angels waited on him. "
Mark,1,14,"Now after John was arrested, Jesus came to Galilee, proclaiming the good news of God, "
Mark,1,15,"and saying, “The time is fulfilled, and the kingdom of God has come near; repent, and believe in the good news.” "
Mark,1,16,"As Jesus passed along the Sea of Galilee, he saw Simon and his brother Andrew casting a net into the sea—for they were fishermen. "
Mark,1,17,"And Jesus said to them, “Follow me and I will make you fish for people.” "
Mark,1,18,And immediately they left their nets and followed him. 
Mark,1,19,"As he went a little farther, he saw James son of Zebedee and his brother John, who were in their boat mending the nets. "
Mark,1,20,"Immediately he called them; and they left their father Zebedee in the boat with the hired men, and followed him. "
Mark,1,21,"They went to Capernaum; and when the sabbath came, he entered the synagogue and taught. "
Mark,1,22,"They were astounded at his teaching, for he taught them as one having authority, and not as the scribes. "
Mark,1,23,"Just then there was in their synagogue a man with an unclean spirit, "
Mark,1,24,"and he cried out, “What have you to do with us, Jesus of Nazareth? Have you come to destroy us? I know who you are, the Holy One of God.” "
Mark,1,25,"But Jesus rebuked him, saying, “Be silent, and come out of him!” "
Mark,1,26,"And the unclean spirit, convulsing him and crying with a loud voice, came out of him. "
Mark,1,27,"They were all amazed, and they kept on asking one another, “What is this? A new teaching—with authority! He commands even the unclean spirits, and they obey him.” "
Mark,1,28,At once his fame began to spread throughout the surrounding region of Galilee. 
Mark,1,29,"As soon as they left the synagogue, they entered the house of Simon and Andrew, with James and John. "
Mark,1,30,"Now Simon’s mother-in-law was in bed with a fever, and they told him about her at once. "
Mark,1,31,"He came and took her by the hand and lifted her up. Then the fever left her, and she began to serve them. "
Mark,1,32,"That evening, at sunset, they brought to him all who were sick or possessed with demons. "
Mark,1,33,And the whole city was gathered around the door. 
Mark,1,34,"And he cured many who were sick with various diseases, and cast out many demons; and he would not permit the demons to speak, because they knew him. "
Mark,1,35,"In the morning, while it was still very dark, he got up and went out to a deserted place, and there he prayed. "
Mark,1,36,And Simon and his companions hunted for him. 
Mark,1,37,"When they found him, they said to him, “Everyone is searching for you.” "
Mark,1,38,"He answered, “Let us go on to the neighboring towns, so that I may proclaim the message there also; for that is what I came out to do.” "
Mark,1,39,"And he went throughout Galilee, proclaiming the message in their synagogues and casting out demons. "
Mark,1,40,"A leper came to him begging him, and kneeling he said to him, “If you choose, you can make me clean.” "
Mark,1,41,"Moved with pity, Jesus stretched out his hand and touched him, and said to him, “I do choose. Be made clean!” "
Mark,1,42,"Immediately the leprosy left him, and he was made clean. "
Mark,1,43,"After sternly warning him he sent him away at once, "
Mark,1,44,"saying to him, “See that you say nothing to anyone; but go, show yourself to the priest, and offer for your cleansing what Moses commanded, as a testimony to them.” "
Mark,1,45,"But he went out and began to proclaim it freely, and to spread the word, so that Jesus could no longer go into a town openly, but stayed out in the country; and people came to him from every quarter. "
