Book,Chapter,Verse,Text
Mark,6,Title,The Rejection of Jesus at Nazareth
Mark,6,Title,The Mission of the Twelve
Mark,6,Title,The Death of John the Baptist
Mark,6,Title,Feeding the Five Thousand
Mark,6,Title,Jesus Walks on the Water
Mark,6,Title,Healing the Sick in Gennesaret
Mark,6,1,"He left that place and came to his hometown, and his disciples followed him. "
Mark,6,2,"On the sabbath he began to teach in the synagogue, and many who heard him were astounded. They said, “Where did this man get all this? What is this wisdom that has been given to him? What deeds of power are being done by his hands! "
Mark,6,3,"Is not this the carpenter, the son of Mary and brother of James and Joses and Judas and Simon, and are not his sisters here with us?” And they took offense at him. "
Mark,6,4,"Then Jesus said to them, “Prophets are not without honor, except in their hometown, and among their own kin, and in their own house.” "
Mark,6,5,"And he could do no deed of power there, except that he laid his hands on a few sick people and cured them. "
Mark,6,6,And he was amazed at their unbelief. Then he went about among the villages teaching. 
Mark,6,7,"He called the twelve and began to send them out two by two, and gave them authority over the unclean spirits. "
Mark,6,8,"He ordered them to take nothing for their journey except a staff; no bread, no bag, no money in their belts; "
Mark,6,9,but to wear sandals and not to put on two tunics. 
Mark,6,10,"He said to them, “Wherever you enter a house, stay there until you leave the place. "
Mark,6,11,"If any place will not welcome you and they refuse to hear you, as you leave, shake off the dust that is on your feet as a testimony against them.” "
Mark,6,12,So they went out and proclaimed that all should repent. 
Mark,6,13,"They cast out many demons, and anointed with oil many who were sick and cured them. "
Mark,6,14,"King Herod heard of it, for Jesus’ name had become known. Some were saying, “John the baptizer has been raised from the dead; and for this reason these powers are at work in him.” "
Mark,6,15,"But others said, “It is Elijah.” And others said, “It is a prophet, like one of the prophets of old.” "
Mark,6,16,"But when Herod heard of it, he said, “John, whom I beheaded, has been raised.” "
Mark,6,17,"For Herod himself had sent men who arrested John, bound him, and put him in prison on account of Herodias, his brother Philip’s wife, because Herod had married her. "
Mark,6,18,"For John had been telling Herod, “It is not lawful for you to have your brother’s wife.” "
Mark,6,19,"And Herodias had a grudge against him, and wanted to kill him. But she could not, "
Mark,6,20,"for Herod feared John, knowing that he was a righteous and holy man, and he protected him. When he heard him, he was greatly perplexed; and yet he liked to listen to him. "
Mark,6,21,But an opportunity came when Herod on his birthday gave a banquet for his courtiers and officers and for the leaders of Galilee. 
Mark,6,22,"When his daughter Herodias came in and danced, she pleased Herod and his guests; and the king said to the girl, “Ask me for whatever you wish, and I will give it.” "
Mark,6,23,"And he solemnly swore to her, “Whatever you ask me, I will give you, even half of my kingdom.” "
Mark,6,24,"She went out and said to her mother, “What should I ask for?” She replied, “The head of John the baptizer.” "
Mark,6,25,"Immediately she rushed back to the king and requested, “I want you to give me at once the head of John the Baptist on a platter.” "
Mark,6,26,"The king was deeply grieved; yet out of regard for his oaths and for the guests, he did not want to refuse her. "
Mark,6,27,"Immediately the king sent a soldier of the guard with orders to bring John’s head. He went and beheaded him in the prison, "
Mark,6,28,"brought his head on a platter, and gave it to the girl. Then the girl gave it to her mother. "
Mark,6,29,"When his disciples heard about it, they came and took his body, and laid it in a tomb. "
Mark,6,30,"The apostles gathered around Jesus, and told him all that they had done and taught. "
Mark,6,31,"He said to them, “Come away to a deserted place all by yourselves and rest a while.” For many were coming and going, and they had no leisure even to eat. "
Mark,6,32,And they went away in the boat to a deserted place by themselves. 
Mark,6,33,"Now many saw them going and recognized them, and they hurried there on foot from all the towns and arrived ahead of them. "
Mark,6,34,"As he went ashore, he saw a great crowd; and he had compassion for them, because they were like sheep without a shepherd; and he began to teach them many things. "
Mark,6,35,"When it grew late, his disciples came to him and said, “This is a deserted place, and the hour is now very late; "
Mark,6,36,send them away so that they may go into the surrounding country and villages and buy something for themselves to eat.” 
Mark,6,37,"But he answered them, “You give them something to eat.” They said to him, “Are we to go and buy two hundred denarii worth of bread, and give it to them to eat?” "
Mark,6,38,"And he said to them, “How many loaves have you? Go and see.” When they had found out, they said, “Five, and two fish.” "
Mark,6,39,Then he ordered them to get all the people to sit down in groups on the green grass. 
Mark,6,40,So they sat down in groups of hundreds and of fifties. 
Mark,6,41,"Taking the five loaves and the two fish, he looked up to heaven, and blessed and broke the loaves, and gave them to his disciples to set before the people; and he divided the two fish among them all. "
Mark,6,42,And all ate and were filled; 
Mark,6,43,and they took up twelve baskets full of broken pieces and of the fish. 
Mark,6,44,Those who had eaten the loaves numbered five thousand men. 
Mark,6,45,"Immediately he made his disciples get into the boat and go on ahead to the other side, to Bethsaida, while he dismissed the crowd. "
Mark,6,46,"After saying farewell to them, he went up on the mountain to pray. "
Mark,6,47,"When evening came, the boat was out on the sea, and he was alone on the land. "
Mark,6,48,"When he saw that they were straining at the oars against an adverse wind, he came towards them early in the morning, walking on the sea. He intended to pass them by. "
Mark,6,49,"But when they saw him walking on the sea, they thought it was a ghost and cried out; "
Mark,6,50,"for they all saw him and were terrified. But immediately he spoke to them and said, “Take heart, it is I; do not be afraid.” "
Mark,6,51,"Then he got into the boat with them and the wind ceased. And they were utterly astounded, "
Mark,6,52,"for they did not understand about the loaves, but their hearts were hardened. "
Mark,6,53,"When they had crossed over, they came to land at Gennesaret and moored the boat. "
Mark,6,54,"When they got out of the boat, people at once recognized him, "
Mark,6,55,and rushed about that whole region and began to bring the sick on mats to wherever they heard he was. 
Mark,6,56,"And wherever he went, into villages or cities or farms, they laid the sick in the marketplaces, and begged him that they might touch even the fringe of his cloak; and all who touched it were healed. "
