Book,Chapter,Verse,Text
Matthew,8,Title,Jesus Cleanses a Leper
Matthew,8,Title,Jesus Heals a Centurion’s Servant
Matthew,8,Title,Jesus Heals Many at Peter’s House
Matthew,8,Title,Would-Be Followers of Jesus
Matthew,8,Title,Jesus Stills the Storm
Matthew,8,Title,Jesus Heals the Gadarene Demoniacs
Matthew,8,1,"When Jesus had come down from the mountain, great crowds followed him; "
Matthew,8,2,"and there was a leper who came to him and knelt before him, saying, “Lord, if you choose, you can make me clean.” "
Matthew,8,3,"He stretched out his hand and touched him, saying, “I do choose. Be made clean!” Immediately his leprosy was cleansed. "
Matthew,8,4,"Then Jesus said to him, “See that you say nothing to anyone; but go, show yourself to the priest, and offer the gift that Moses commanded, as a testimony to them.” "
Matthew,8,5,"When he entered Capernaum, a centurion came to him, appealing to him "
Matthew,8,6,"and saying, “Lord, my servant is lying at home paralyzed, in terrible distress.” "
Matthew,8,7,"And he said to him, “I will come and cure him.” "
Matthew,8,8,"The centurion answered, “Lord, I am not worthy to have you come under my roof; but only speak the word, and my servant will be healed. "
Matthew,8,9,"For I also am a man under authority, with soldiers under me; and I say to one, ‘Go,’ and he goes, and to another, ‘Come,’ and he comes, and to my slave, ‘Do this,’ and the slave does it.” "
Matthew,8,10,"When Jesus heard him, he was amazed and said to those who followed him, “Truly I tell you, in no one in Israel have I found such faith. "
Matthew,8,11,"I tell you, many will come from east and west and will eat with Abraham and Isaac and Jacob in the kingdom of heaven, "
Matthew,8,12,"while the heirs of the kingdom will be thrown into the outer darkness, where there will be weeping and gnashing of teeth.” "
Matthew,8,13,"And to the centurion Jesus said, “Go; let it be done for you according to your faith.” And the servant was healed in that hour. "
Matthew,8,14,"When Jesus entered Peter’s house, he saw his mother-in-law lying in bed with a fever; "
Matthew,8,15,"he touched her hand, and the fever left her, and she got up and began to serve him. "
Matthew,8,16,"That evening they brought to him many who were possessed with demons; and he cast out the spirits with a word, and cured all who were sick. "
Matthew,8,17,"This was to fulfill what had been spoken through the prophet Isaiah, “He took our infirmities and bore our diseases.” "
Matthew,8,18,"Now when Jesus saw great crowds around him, he gave orders to go over to the other side. "
Matthew,8,19,"A scribe then approached and said, “Teacher, I will follow you wherever you go.” "
Matthew,8,20,"And Jesus said to him, “Foxes have holes, and birds of the air have nests; but the Son of Man has nowhere to lay his head.” "
Matthew,8,21,"Another of his disciples said to him, “Lord, first let me go and bury my father.” "
Matthew,8,22,"But Jesus said to him, “Follow me, and let the dead bury their own dead.” "
Matthew,8,23,"And when he got into the boat, his disciples followed him. "
Matthew,8,24,"A windstorm arose on the sea, so great that the boat was being swamped by the waves; but he was asleep. "
Matthew,8,25,"And they went and woke him up, saying, “Lord, save us! We are perishing!” "
Matthew,8,26,"And he said to them, “Why are you afraid, you of little faith?” Then he got up and rebuked the winds and the sea; and there was a dead calm. "
Matthew,8,27,"They were amazed, saying, “What sort of man is this, that even the winds and the sea obey him?” "
Matthew,8,28,"When he came to the other side, to the country of the Gadarenes, two demoniacs coming out of the tombs met him. They were so fierce that no one could pass that way. "
Matthew,8,29,"Suddenly they shouted, “What have you to do with us, Son of God? Have you come here to torment us before the time?” "
Matthew,8,30,Now a large herd of swine was feeding at some distance from them. 
Matthew,8,31,"The demons begged him, “If you cast us out, send us into the herd of swine.” "
Matthew,8,32,"And he said to them, “Go!” So they came out and entered the swine; and suddenly, the whole herd rushed down the steep bank into the sea and perished in the water. "
Matthew,8,33,"The swineherds ran off, and on going into the town, they told the whole story about what had happened to the demoniacs. "
Matthew,8,34,"Then the whole town came out to meet Jesus; and when they saw him, they begged him to leave their neighborhood. "
