Book,Chapter,Verse,Text
Luke,13,Title,Repent or Perish
Luke,13,Title,The Parable of the Barren Fig Tree
Luke,13,Title,Jesus Heals a Crippled Woman
Luke,13,Title,The Parable of the Mustard Seed
Luke,13,Title,The Parable of the Yeast
Luke,13,Title,The Narrow Door
Luke,13,Title,The Lament over Jerusalem
Luke,13,1,At that very time there were some present who told him about the Galileans whose blood Pilate had mingled with their sacrifices. 
Luke,13,2,"He asked them, “Do you think that because these Galileans suffered in this way they were worse sinners than all other Galileans? "
Luke,13,3,"No, I tell you; but unless you repent, you will all perish as they did. "
Luke,13,4,Or those eighteen who were killed when the tower of Siloam fell on them—do you think that they were worse offenders than all the others living in Jerusalem? 
Luke,13,5,"No, I tell you; but unless you repent, you will all perish just as they did.” "
Luke,13,6,Then he told this parable: “A man had a fig tree planted in his vineyard; and he came looking for fruit on it and found none. 
Luke,13,7,"So he said to the gardener, ‘See here! For three years I have come looking for fruit on this fig tree, and still I find none. Cut it down! Why should it be wasting the soil?’ "
Luke,13,8,"He replied, ‘Sir, let it alone for one more year, until I dig around it and put manure on it. "
Luke,13,9,"If it bears fruit next year, well and good; but if not, you can cut it down.’” "
Luke,13,10,Now he was teaching in one of the synagogues on the sabbath. 
Luke,13,11,And just then there appeared a woman with a spirit that had crippled her for eighteen years. She was bent over and was quite unable to stand up straight. 
Luke,13,12,"When Jesus saw her, he called her over and said, “Woman, you are set free from your ailment.” "
Luke,13,13,"When he laid his hands on her, immediately she stood up straight and began praising God. "
Luke,13,14,"But the leader of the synagogue, indignant because Jesus had cured on the sabbath, kept saying to the crowd, “There are six days on which work ought to be done; come on those days and be cured, and not on the sabbath day.” "
Luke,13,15,"But the Lord answered him and said, “You hypocrites! Does not each of you on the sabbath untie his ox or his donkey from the manger, and lead it away to give it water? "
Luke,13,16,"And ought not this woman, a daughter of Abraham whom Satan bound for eighteen long years, be set free from this bondage on the sabbath day?” "
Luke,13,17,"When he said this, all his opponents were put to shame; and the entire crowd was rejoicing at all the wonderful things that he was doing. "
Luke,13,18,"He said therefore, “What is the kingdom of God like? And to what should I compare it? "
Luke,13,19,"It is like a mustard seed that someone took and sowed in the garden; it grew and became a tree, and the birds of the air made nests in its branches.” "
Luke,13,20,"And again he said, “To what should I compare the kingdom of God? "
Luke,13,21,It is like yeast that a woman took and mixed in with three measures of flour until all of it was leavened.” 
Luke,13,22,"Jesus went through one town and village after another, teaching as he made his way to Jerusalem. "
Luke,13,23,"Someone asked him, “Lord, will only a few be saved?” He said to them, "
Luke,13,24,"“Strive to enter through the narrow door; for many, I tell you, will try to enter and will not be able. "
Luke,13,25,"When once the owner of the house has got up and shut the door, and you begin to stand outside and to knock at the door, saying, ‘Lord, open to us,’ then in reply he will say to you, ‘I do not know where you come from.’ "
Luke,13,26,"Then you will begin to say, ‘We ate and drank with you, and you taught in our streets.’ "
Luke,13,27,"But he will say, ‘I do not know where you come from; go away from me, all you evildoers!’ "
Luke,13,28,"There will be weeping and gnashing of teeth when you see Abraham and Isaac and Jacob and all the prophets in the kingdom of God, and you yourselves thrown out. "
Luke,13,29,"Then people will come from east and west, from north and south, and will eat in the kingdom of God. "
Luke,13,30,"Indeed, some are last who will be first, and some are first who will be last.” "
Luke,13,31,"At that very hour some Pharisees came and said to him, “Get away from here, for Herod wants to kill you.” "
Luke,13,32,"He said to them, “Go and tell that fox for me, ‘Listen, I am casting out demons and performing cures today and tomorrow, and on the third day I finish my work. "
Luke,13,33,"Yet today, tomorrow, and the next day I must be on my way, because it is impossible for a prophet to be killed outside of Jerusalem.’ "
Luke,13,34,"Jerusalem, Jerusalem, the city that kills the prophets and stones those who are sent to it! How often have I desired to gather your children together as a hen gathers her brood under her wings, and you were not willing! "
Luke,13,35,"See, your house is left to you. And I tell you, you will not see me until the time comes when you say, ‘Blessed is the one who comes in the name of the Lord.’” "
