Book,Chapter,Verse,Text
Luke,15,Title,The Parable of the Lost Sheep
Luke,15,Title,The Parable of the Lost Coin
Luke,15,Title,The Parable of the Prodigal and His Brother
Luke,15,1,Now all the tax collectors and sinners were coming near to listen to him. 
Luke,15,2,"And the Pharisees and the scribes were grumbling and saying, “This fellow welcomes sinners and eats with them.” "
Luke,15,3,So he told them this parable: 
Luke,15,4,"“Which one of you, having a hundred sheep and losing one of them, does not leave the ninety-nine in the wilderness and go after the one that is lost until he finds it? "
Luke,15,5,"When he has found it, he lays it on his shoulders and rejoices. "
Luke,15,6,"And when he comes home, he calls together his friends and neighbors, saying to them, ‘Rejoice with me, for I have found my sheep that was lost.’ "
Luke,15,7,"Just so, I tell you, there will be more joy in heaven over one sinner who repents than over ninety-nine righteous persons who need no repentance. "
Luke,15,8,"“Or what woman having ten silver coins, if she loses one of them, does not light a lamp, sweep the house, and search carefully until she finds it? "
Luke,15,9,"When she has found it, she calls together her friends and neighbors, saying, ‘Rejoice with me, for I have found the coin that I had lost.’ "
Luke,15,10,"Just so, I tell you, there is joy in the presence of the angels of God over one sinner who repents.” "
Luke,15,11,"Then Jesus said, “There was a man who had two sons. "
Luke,15,12,"The younger of them said to his father, ‘Father, give me the share of the property that will belong to me.’ So he divided his property between them. "
Luke,15,13,"A few days later the younger son gathered all he had and traveled to a distant country, and there he squandered his property in dissolute living. "
Luke,15,14,"When he had spent everything, a severe famine took place throughout that country, and he began to be in need. "
Luke,15,15,"So he went and hired himself out to one of the citizens of that country, who sent him to his fields to feed the pigs. "
Luke,15,16,He would gladly have filled himself with the pods that the pigs were eating; and no one gave him anything. 
Luke,15,17,"But when he came to himself he said, ‘How many of my father’s hired hands have bread enough and to spare, but here I am dying of hunger! "
Luke,15,18,"I will get up and go to my father, and I will say to him, “Father, I have sinned against heaven and before you; "
Luke,15,19,I am no longer worthy to be called your son; treat me like one of your hired hands.”’ 
Luke,15,20,"So he set off and went to his father. But while he was still far off, his father saw him and was filled with compassion; he ran and put his arms around him and kissed him. "
Luke,15,21,"Then the son said to him, ‘Father, I have sinned against heaven and before you; I am no longer worthy to be called your son.’ "
Luke,15,22,"But the father said to his slaves, ‘Quickly, bring out a robe—the best one—and put it on him; put a ring on his finger and sandals on his feet. "
Luke,15,23,"And get the fatted calf and kill it, and let us eat and celebrate; "
Luke,15,24,for this son of mine was dead and is alive again; he was lost and is found!’ And they began to celebrate. 
Luke,15,25,"“Now his elder son was in the field; and when he came and approached the house, he heard music and dancing. "
Luke,15,26,He called one of the slaves and asked what was going on. 
Luke,15,27,"He replied, ‘Your brother has come, and your father has killed the fatted calf, because he has got him back safe and sound.’ "
Luke,15,28,Then he became angry and refused to go in. His father came out and began to plead with him. 
Luke,15,29,"But he answered his father, ‘Listen! For all these years I have been working like a slave for you, and I have never disobeyed your command; yet you have never given me even a young goat so that I might celebrate with my friends. "
Luke,15,30,"But when this son of yours came back, who has devoured your property with prostitutes, you killed the fatted calf for him!’ "
Luke,15,31,"Then the father said to him, ‘Son, you are always with me, and all that is mine is yours. "
Matthew,15,32,"But we had to celebrate and rejoice, because this brother of yours was dead and has come to life; he was lost and has been found.’” "
